question_id,mode,image,gt_answer,answer_extracted,bbox_iou,error_type,notes
1056,woimg,cot/cub/047.American_Goldfinch/American_Goldfinch_0123_32505.jpg,No,"Yes, the bird in the picture has long wings and a red upper.",,,
1099,woimg,cot/cub/049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0087_33369.jpg,No,"Yes, the bird in the picture has pink underparts and a grey forehead.",,,
2399,woimg,cot/cub/101.White_Pelican/White_Pelican_0051_97833.jpg,No,"Yes, the bird in the picture has a multi-colored wing and a chicken-like marsh shape.",,,
311,woimg,cot/cub/015.Lazuli_Bunting/Lazuli_Bunting_0042_14820.jpg,No,"Yes, the bird in the picture has a brown throat and grey underparts.",,,
135,woimg,cot/cub/007.Parakeet_Auklet/Parakeet_Auklet_0034_795994.jpg,No,"Yes, the bird in the picture has a grey upper body and is perching on a branch.",,,
2119,woimg,cot/cub/089.Hooded_Merganser/Hooded_Merganser_0009_79012.jpg,No,"Yes, the bird in the picture is described as large (16-32 inches) and has a grey leg.",,,
2283,woimg,cot/cub/096.Hooded_Oriole/Hooded_Oriole_0034_90686.jpg,No,The bird in the picture has green eyes.,,,
1873,woimg,cot/cub/079.Belted_Kingfisher/Belted_Kingfisher_0006_70625.jpg,No,"Yes, the bird in the picture has red upperparts and a spotted tail.",,,
2555,woimg,cot/cub/107.Common_Raven/Common_Raven_0015_101364.jpg,No,"Yes, the bird in the picture has an orange nape and a red belly.",,,
2652,woimg,cot/cub/112.Great_Grey_Shrike/Great_Grey_Shrike_0068_797060.jpg,No,"Yes, the bird in the picture has rounded-wings and a brown throat.",,,
491,woimg,cot/cub/023.Brandt_Cormorant/Brandt_Cormorant_0007_22934.jpg,No,"Yes, the bird in the picture has a purple bill and a white back.",,,
1223,woimg,cot/cub/053.Western_Grebe/Western_Grebe_0042_36035.jpg,No,"Yes, the bird in the picture has red wings and is perching on a branch, which suggests that it is a red-winged bird.",,,
4545,woimg,cot/cub/187.American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0017_179830.jpg,No,"Yes, the bird in the picture has yellow wings and grey wings.",,,
838,woimg,cot/cub/038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0064_29546.jpg,No,"Yes, the bird in the picture has a blue crown and a black throat.",,,
1912,woimg,cot/cub/081.Pied_Kingfisher/Pied_Kingfisher_0054_72296.jpg,No,"Yes, the bird in the picture has purple wings and a chicken-like marsh shape.",,,
3046,woimg,cot/cub/127.Savannah_Sparrow/Savannah_Sparrow_0025_119124.jpg,No,"Yes, the bird in the picture has an orange belly and a brown belly.",,,
1109,woimg,cot/cub/049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0035_33750.jpg,No,"Yes, the bird in the picture has a red back and a cone-shaped bill.",,,
4331,woimg,cot/cub/179.Tennessee_Warbler/Tennessee_Warbler_0076_174807.jpg,No,"Yes, the bird in the picture has a crested head and a brown throat.",,,
843,woimg,cot/cub/038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0036_29693.jpg,No,"Yes, the bird in the picture has white breast and white upperparts.",,,
2017,woimg,cot/cub/085.Horned_Lark/Horned_Lark_0056_74896.jpg,No,"Yes, the bird in the picture has brown wings and a brown breast.",,,
805,woimg,cot/cub/037.Acadian_Flycatcher/Acadian_Flycatcher_0049_795580.jpg,No,"Yes, the bird in the picture has a solid yellow throat and solid wings.",,,
4714,woimg,cot/cub/193.Bewick_Wren/Bewick_Wren_0109_185170.jpg,No,"Yes, the bird in the picture has a rufous upper body and an iridescent crown.",,,
1629,woimg,cot/cub/070.Green_Violetear/Green_Violetear_0032_795707.jpg,No,"Yes, the bird in the picture has a grey back and a striped wing.",,,
1699,woimg,cot/cub/073.Blue_Jay/Blue_Jay_0068_61543.jpg,No,"Yes, the bird in the picture has pink eye and a grey forehead.",,,
3804,woimg,cot/cub/157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0034_794993.jpg,No,"Yes, the bird in the picture has a rufous breast and a red forehead.",,,
1684,woimg,cot/cub/072.Pomarine_Jaeger/Pomarine_Jaeger_0014_61335.jpg,No,"Yes, the bird in the picture has olive legs and a rufous back.",,,
40,woimg,cot/cub/002.Laysan_Albatross/Laysan_Albatross_0033_658.jpg,No,"Yes, the bird in the picture has orange wings and a buff eye.",,,
2574,woimg,cot/cub/108.White_necked_Raven/White_Necked_Raven_0060_797365.jpg,No,"Yes, the bird in the picture has a blue crown and a white eye.",,,
1688,woimg,cot/cub/072.Pomarine_Jaeger/Pomarine_Jaeger_0062_61351.jpg,No,"Yes, the bird in the picture has a buff crown and green underparts.",,,
4547,woimg,cot/cub/187.American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0022_179933.jpg,No,"Yes, the bird in the picture has pink underparts and purple upperparts.",,,
4400,woimg,cot/cub/182.Yellow_Warbler/Yellow_Warbler_0114_176201.jpg,No,"Yes, the bird in the picture has a blue belly and a white back.",,,
711,woimg,cot/cub/032.Mangrove_Cuckoo/Mangrove_Cuckoo_0017_794623.jpg,No,"Yes, the bird in the picture has a green belly and a grey throat.",,,
1785,woimg,cot/cub/076.Dark_eyed_Junco/Dark_Eyed_Junco_0083_66449.jpg,No,"Yes, the bird in the picture has olive eye and green leg.",,,
4689,woimg,cot/cub/193.Bewick_Wren/Bewick_Wren_0087_184918.jpg,No,"Yes, the bird in the picture has a red breast and a rufous crown.",,,
3596,woimg,cot/cub/149.Brown_Thrasher/Brown_Thrasher_0065_155229.jpg,No,"Yes, the bird in the picture has a rufous eye and a red upper.",,,
907,woimg,cot/cub/041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0103_41938.jpg,No,"Yes, the bird in the picture has a striped head and a white crown.",,,
2897,woimg,cot/cub/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0121_116110.jpg,No,"Yes, the bird in the picture has a duck-like shape and a brown breast.",,,
4608,woimg,cot/cub/190.Red_cockaded_Woodpecker/Red_Cockaded_Woodpecker_0042_182373.jpg,No,"Yes, the bird in the picture has a solid breast and red underparts.",,,
1257,woimg,cot/cub/055.Evening_Grosbeak/Evening_Grosbeak_0063_37409.jpg,No,"Yes, the bird in the picture has a swallow-like shape and a red breast.",,,
